date,Open,High,Low,Close,Adj Close,Volume,,Label
03-05-2018,175.130005,176.119995,172.119995,174.020004,173.835556,24026100,,0
04-05-2018,173.080002,176.979996,173.059998,176.610001,176.422821,17677800,,1
07-05-2018,177.350006,179.5,177.169998,177.970001,177.781372,18697200,,1
08-05-2018,178.25,179.039993,177.110001,178.919998,178.730362,15577200,,1
09-05-2018,179.669998,183.009995,178.779999,182.660004,182.4664,23282800,,1
10-05-2018,183.149994,186.130005,182.5,185.529999,185.333359,21071400,,1
11-05-2018,184.850006,188.320007,184.179993,186.990005,186.791809,21207800,,1
14-05-2018,187.710007,187.860001,186.199997,186.639999,186.442184,15646700,,0
15-05-2018,184.880005,185.289993,183.199997,184.320007,184.124649,15429400,,0
16-05-2018,183.699997,184.320007,182.660004,183.199997,183.005829,16975500,,0
17-05-2018,182.679993,184.059998,182.220001,183.759995,183.565231,14840700,,1
18-05-2018,183.490005,184.190002,182.610001,182.679993,182.486374,13130500,,0
21-05-2018,183.770004,185.300003,183.130005,184.490005,184.294464,13532900,,1
22-05-2018,184.929993,185.419998,183.429993,183.800003,183.605194,12731400,,0
23-05-2018,182.5,186.910004,182.179993,186.899994,186.701904,16628100,,1
24-05-2018,185.880005,186.800003,185.029999,185.929993,185.732925,12354700,,1
25-05-2018,186.020004,186.330002,184.449997,184.919998,184.723999,10965100,,0
29-05-2018,184.339996,186.809998,183.710007,185.740005,185.543137,16398900,,1
30-05-2018,186.539993,188,185.25,187.669998,187.471085,13736900,,1
31-05-2018,187.869995,192.720001,187.479996,191.779999,191.576736,30782600,,1
01-06-2018,193.070007,194.550003,192.070007,193.990005,193.784393,17307200,,1
04-06-2018,191.839996,193.979996,191.470001,193.279999,193.07515,18939800,,1
05-06-2018,194.300003,195,192.619995,192.940002,192.735504,15544300,,0
06-06-2018,191.029999,192.529999,189.110001,191.339996,191.137192,22558900,,1
07-06-2018,190.75,190.970001,186.770004,188.179993,187.980545,21503200,,0
08-06-2018,187.529999,189.479996,186.429993,189.100006,188.899582,12677100,,1
11-06-2018,188.809998,192.600006,188.800003,191.539993,191.336975,12928900,,1
12-06-2018,192.169998,193.279999,191.559998,192.399994,192.196075,11562700,,1
13-06-2018,192.740005,194.5,191.910004,192.410004,192.20607,15853800,,0
14-06-2018,193.100006,197.279999,192.910004,196.809998,196.601395,19120900,,1
15-06-2018,195.789993,197.070007,194.639999,195.850006,195.642426,21860900,,1
18-06-2018,194.800003,199.580002,194.130005,198.309998,198.099808,16826000,,1
19-06-2018,196.240005,197.960007,193.789993,197.490005,197.280685,19994000,,1
20-06-2018,199.100006,203.550003,198.809998,202,201.785904,28230900,,1
21-06-2018,202.759995,203.389999,200.089996,201.5,201.286438,19045700,,0
22-06-2018,201.160004,202.240005,199.309998,201.740005,201.526184,17420200,,1
25-06-2018,200,200,193.110001,196.350006,196.141891,25275100,,0
26-06-2018,197.600006,199.100006,196.229996,199,198.789078,17897600,,1
27-06-2018,199.179993,200.75,195.800003,195.839996,195.632431,18734400,,0
28-06-2018,195.179993,197.339996,193.259995,196.229996,196.022018,18172400,,1
29-06-2018,197.320007,197.600006,193.960007,194.320007,194.114044,15811600,,0
